0 6027.0 1
0 6068.0 2
0 6119.0 3
0 1.0 4
0 13.0 5
0 30.0 6
0 6011.0 7
0 6017.0 8
0 6081.0 9
0 6141.0 10
0 6247.0 11
0 12086.0 12
0 13181.0 13
0 14416.0 14
1 1.0 1
1 62.0 2
1 6147.0 3
1 6152.0 4
1 6565.0 5
1 7492.0 6
1 8302.0 7
1 12516.0 8
1 14311.0 9
1 14323.0 10
1 14326.0 11
1 2217.0 12
1 6728.0 13
1 50.0 14
1 6125.0 15
1 23.0 16
1 33.0 17
1 6074.0 18
1 6365.0 19
1 7462.0 20
2 7392.0 1
2 6112.0 2
2 7413.0 3
2 7455.0 4
2 7521.0 5
2 14398.0 6
2 7554.0 7
2 7632.0 8
2 14428.0 9
2 56.0 10
2 11967.0 11
2 12002.0 12
2 7624.0 13
2 11994.0 14
2 1175.0 15
2 1.0 16
2 10111.0 17
2 7584.0 18
2 11991.0 19
2 14399.0 20
2 13181.0 21
2 12134.0 22
2 6068.0 23
2 12088.0 24
2 2253.0 25
2 8637.0 26
3 6159.0 1
3 7584.0 2
3 14428.0 3
3 1.0 4
3 2214.0 5
3 6003.0 6
3 6068.0 7
3 6156.0 8
3 6565.0 9
3 7370.0 10
3 7584.0 11
3 11894.0 12
3 12015.0 13
3 12105.0 14
3 14325.0 15
3 2238.0 16
3 6119.0 17
3 13199.0 18
3 6120.0 19
3 11915.0 20
3 13181.0 21
3 6119.0 22
3 6068.0 23
3 6032.0 24
3 7378.0 25
3 6240.0 26
4 6098.0 1
4 6143.0 2
4 6363.0 3
4 6702.0 4
4 7460.0 5
4 12041.0 6
4 12516.0 7
4 14423.0 8
4 1.0 9
4 7370.0 10
4 14325.0 11
4 2908.0 12
4 4117.0 13
4 4131.0 14
4 4138.0 15
4 4172.0 16
4 5264.0 17
4 6028.0 18
4 6058.0 19
4 6078.0 20
4 6081.0 21
4 6082.0 22
4 6099.0 23
4 7463.0 24
4 7504.0 25
4 11649.0 26
4 20.0 27
4 21.0 28
4 34.0 29
4 37.0 30
4 6074.0 31
4 12086.0 32
5 6119.0 1
5 12105.0 2
5 16.0 3
5 23.0 4
5 65.0 5
5 6143.0 6
5 11926.0 7
5 11928.0 8
5 13199.0 9
5 1.0 10
5 11918.0 11
5 11920.0 12
5 6074.0 13
5 6655.0 14
5 6068.0 15
5 43.0 16
5 48.0 17
5 48.0 18
5 82.0 19
5 6017.0 20
5 6141.0 21
5 14423.0 22
5 11968.0 23
5 12516.0 24
5 53.0 25
5 6078.0 26
5 6200.0 27
5 14326.0 28
5 7438.0 29
5 11938.0 30
5 5046.0 31
6 1.0 1
6 2217.0 2
6 2218.0 3
6 6020.0 4
6 6064.0 5
6 6081.0 6
6 6089.0 7
6 6156.0 8
6 6790.0 9
6 14325.0 10
6 2233.0 11
6 2487.0 12
6 6145.0 13
6 6728.0 14
6 7551.0 15
6 7555.0 16
6 7557.0 17
6 12033.0 18
6 8530.0 19
6 7482.0 20
6 2252.0 21
6 7584.0 22
6 37.0 23
7 1.0 1
7 43.0 2
7 1177.0 3
7 5049.0 4
7 6006.0 5
7 6058.0 6
7 6152.0 7
7 7387.0 8
7 7442.0 9
7 7530.0 10
8 1.0 1
8 1175.0 2
8 1177.0 3
8 5016.0 4
8 6068.0 5
8 6119.0 6
8 7415.0 7
8 7472.0 8
8 11976.0 9
8 12105.0 10
8 13181.0 11
8 6125.0 12
9 7370.0 1
9 7372.0 2
9 8662.0 3
9 11894.0 4
9 6012.0 5
9 6015.0 6
9 6017.0 7
9 6018.0 8
9 6019.0 9
9 6020.0 10
9 6021.0 11
9 6028.0 12
9 6030.0 13
9 6247.0 14
9 2215.0 15
9 2251.0 16
9 6031.0 17
9 6033.0 18
9 6034.0 19
9 6035.0 20
9 6036.0 21
9 6037.0 22
9 6038.0 23
9 6040.0 24
9 6040.0 25
9 6041.0 26
9 6666.0 27
9 7816.0 28
9 14432.0 29
9 4100.0 30
9 6042.0 31
9 6044.0 32
10 12055.0 1
10 12056.0 2
10 12057.0 3
10 13166.0 4
10 2218.0 5
10 2908.0 6
10 3165.0 7
10 3165.0 8
10 4137.0 9
10 6017.0 10
10 6093.0 11
10 6156.0 12
10 6652.0 13
10 7388.0 14
10 7438.0 15
10 7446.0 16
10 7462.0 17
10 7474.0 18
10 7496.0 19
10 7503.0 20
10 8778.0 21
10 11649.0 22
10 11896.0 23
10 11919.0 24
10 11926.0 25
10 11987.0 26
10 12033.0 27
10 12062.0 28
10 12063.0 29
10 12064.0 30
10 12155.0 31
10 14311.0 32
11 1.0 1
11 11.0 2
11 5034.0 3
11 7407.0 4
11 7417.0 5
11 7453.0 6
11 14312.0 7
12 6144.0 1
12 1.0 2
12 6011.0 3
12 6565.0 4
12 6702.0 5
12 7370.0 6
13 36.0 1
13 6196.0 2
13 6119.0 3
13 11991.0 4
13 1.0 5
13 82.0 6
13 12137.0 7
13 7628.0 8
13 12140.0 9
13 4148.0 10
13 20.0 11
13 11932.0 12
13 7508.0 13
13 11920.0 14
13 11991.0 15
13 14310.0 16
13 4.0 17
13 14405.0 18
13 14406.0 19
13 12190.0 20
14 6032.0 1
14 13120.0 2
14 59.0 3
14 6047.0 4
14 12102.0 5
14 48.0 6
14 2213.0 7
14 11649.0 8
14 11920.0 9
14 14400.0 10
14 20.0 11
14 33.0 12
14 50.0 13
14 6101.0 14
14 6159.0 15
14 6565.0 16
14 1.0 17
14 1177.0 18
14 6058.0 19
14 7557.0 20
14 6103.0 21
14 14325.0 22
14 14434.0 23
14 12014.0 24
14 7617.0 25
14 11932.0 26
14 12575.0 27
14 14428.0 28
14 2267.0 29
15 6068.0 1
15 8210.0 2
15 12078.0 3
15 14436.0 4
15 7372.0 5
15 7423.0 6
15 12149.0 7
15 13199.0 8
15 6159.0 9
15 12089.0 10
15 1175.0 11
15 2218.0 12
15 56.0 13
15 3744.0 14
15 6074.0 15
15 6141.0 16
15 6565.0 17
15 7408.0 18
15 12091.0 19
15 14326.0 20
15 14337.0 21
15 14346.0 22
15 14427.0 23
15 6101.0 24
15 6154.0 25
15 8733.0 26
15 1.0 27
15 33.0 28
15 7551.0 29
15 7587.0 30
15 14405.0 31
15 6358.0 32
16 1.0 1
16 1173.0 2
16 1300.0 3
16 6048.0 4
16 7373.0 5
16 7612.0 6
16 1180.0 7
16 7574.0 8
16 1175.0 9
16 14325.0 10
16 1178.0 11
16 7653.0 12
16 2240.0 13
16 7371.0 14
16 7471.0 15
16 12022.0 16
16 12098.0 17
16 6024.0 18
16 7655.0 19
16 6188.0 20
16 8327.0 21
16 13199.0 22
16 6089.0 23
16 6147.0 24
16 12015.0 25
16 14505.0 26
16 6201.0 27
16 53.0 28
16 7423.0 29
16 2213.0 30
16 11984.0 31
16 6228.0 32
17 3152.0 1
17 4137.0 2
17 5034.0 3
17 5036.0 4
17 7393.0 5
17 7405.0 6
17 7406.0 7
17 7438.0 8
17 7443.0 9
17 7471.0 10
17 7479.0 11
17 7504.0 12
17 8776.0 13
17 8789.0 14
17 10102.0 15
17 11908.0 16
17 11911.0 17
17 11926.0 18
17 12043.0 19
17 12059.0 20
17 12076.0 21
17 12682.0 22
17 1177.0 23
17 6363.0 24
17 14399.0 25
17 3168.0 26
17 12.0 27
17 6133.0 28
17 7546.0 29
17 14416.0 30
17 7632.0 31
17 12238.0 32
18 3173.0 1
18 1.0 2
18 14311.0 3
18 4167.0 4
18 6728.0 5
18 7694.0 6
18 14312.0 7
18 9270.0 8
19 12297.0 1
19 14500.0 2
19 7093.0 3
19 2313.0 4
19 4179.0 5
19 12021.0 6
19 14499.0 7
19 6262.0 8
19 7816.0 9
19 6261.0 10
19 6196.0 11
19 7750.0 12
19 12123.0 13
19 6083.0 14
19 6031.0 15
19 6806.0 16
19 2311.0 17
19 7743.0 18
19 13239.0 19
19 14503.0 20
19 14436.0 21
19 14384.0 22
19 681.0 23
19 36.0 24
19 14430.0 25
19 4183.0 26
19 7508.0 27
19 6280.0 28
19 7813.0 29
19 14429.0 30
19 6735.0 31
19 14530.0 32
20 14397.0 1
20 2250.0 2
20 4112.0 3
20 6143.0 4
20 7008.0 5
20 7577.0 6
20 6247.0 7
20 7584.0 8
20 14432.0 9
20 1.0 10
20 846.0 11
20 2236.0 12
20 2243.0 13
20 2253.0 14
20 5999.0 15
20 6011.0 16
20 6021.0 17
20 6027.0 18
20 6031.0 19
20 6049.0 20
20 6058.0 21
20 6074.0 22
20 6081.0 23
20 6365.0 24
20 6702.0 25
20 7559.0 26
20 7566.0 27
20 7567.0 28
20 7571.0 29
20 12088.0 30
20 14326.0 31
20 14428.0 32
21 10102.0 1
21 13054.0 2
21 1.0 3
21 6125.0 4
21 6129.0 5
21 7557.0 6
21 7644.0 7
21 12033.0 8
21 7378.0 9
21 7584.0 10
21 13054.0 11
21 53.0 12
21 2249.0 13
21 6149.0 14
21 2218.0 15
21 20.0 16
21 12162.0 17
21 14449.0 18
21 12102.0 19
21 13199.0 20
21 12103.0 21
22 6746.0 1
22 7332.0 2
22 1901.0 3
22 11100.0 4
22 12789.0 5
22 8244.0 6
22 1835.0 7
22 196.0 8
22 8601.0 9
22 7455.0 10
22 10569.0 11
22 6438.0 12
22 101.0 13
22 6644.0 14
22 7512.0 15
22 6078.0 16
22 6613.0 17
22 6160.0 18
22 56.0 19
22 62.0 20
22 6166.0 21
22 1.0 22
22 12118.0 23
22 8302.0 24
22 2252.0 25
22 1397.0 26
22 2310.0 27
22 7529.0 28
22 918.0 29
22 2792.0 30
22 11932.0 31
22 16107.0 32
23 5019.0 1
23 6032.0 2
23 6129.0 3
23 12088.0 4
23 6565.0 5
23 12015.0 6
23 1.0 7
23 14325.0 8
23 11923.0 9
23 5046.0 10
23 6444.0 11
23 6617.0 12
23 6700.0 13
23 5102.0 14
24 11992.0 1
24 12015.0 2
24 12042.0 3
24 12128.0 4
24 13180.0 5
24 1.0 6
24 3163.0 7
24 6067.0 8
24 6084.0 9
24 6702.0 10
24 2224.0 11
24 6113.0 12
24 6115.0 13
24 7439.0 14
24 7487.0 15
24 7492.0 16
24 8358.0 17
24 10102.0 18
24 11970.0 19
24 12033.0 20
24 12057.0 21
24 12109.0 22
24 12403.0 23
24 13166.0 24
24 20.0 25
24 23.0 26
24 2235.0 27
24 2236.0 28
24 6132.0 29
24 6141.0 30
24 7572.0 31
24 14396.0 32
25 20.0 1
25 62.0 2
25 475.0 3
25 2218.0 4
25 2282.0 5
25 4887.0 6
25 6098.0 7
25 6119.0 8
25 6144.0 9
25 6159.0 10
25 6380.0 11
25 6884.0 12
25 7520.0 13
25 8302.0 14
25 14371.0 15
25 14394.0 16
25 14398.0 17
25 14404.0 18
25 14431.0 19
25 14445.0 20
25 14685.0 21
25 14978.0 22
25 15837.0 23
25 6108.0 24
25 6268.0 25
25 11397.0 26
25 6901.0 27
25 488.0 28
25 6422.0 29
25 15336.0 30
25 447.0 31
25 6299.0 32
26 10043.0 1
26 3118.0 2
26 3131.0 3
26 2786.0 4
26 9533.0 5
26 9942.0 6
26 11060.0 7
26 10096.0 8
26 11893.0 9
26 11880.0 10
26 15974.0 11
26 5996.0 12
26 14305.0 13
26 10093.0 14
26 10097.0 15
26 4862.0 16
26 606.0 17
26 10034.0 18
26 10019.0 19
26 1172.0 20
26 14191.0 21
26 3090.0 22
26 659.0 23
26 7327.0 24
26 14307.0 25
26 16092.0 26
26 10098.0 27
26 14296.0 28
26 5997.0 29
26 14233.0 30
26 14888.0 31
26 7357.0 32
27 8389.0 1
27 5766.0 2
27 187.0 3
27 986.0 4
27 7825.0 5
27 6327.0 6
27 6238.0 7
27 12256.0 8
27 5884.0 9
27 12306.0 10
27 1.0 11
27 6059.0 12
27 6427.0 13
27 12402.0 14
27 30.0 15
27 31.0 16
27 32.0 17
27 7589.0 18
27 2765.0 19
27 15504.0 20
27 12489.0 21
27 3841.0 22
27 6413.0 23
27 9686.0 24
27 13661.0 25
27 6796.0 26
27 78.0 27
27 7002.0 28
27 6999.0 29
27 718.0 30
27 7029.0 31
27 766.0 32
28 6038.0 1
28 6055.0 2
28 6074.0 3
28 6091.0 4
28 6097.0 5
28 6247.0 6
28 6358.0 7
28 6365.0 8
28 6565.0 9
28 6702.0 10
28 7370.0 11
28 8662.0 12
28 11894.0 13
28 11971.0 14
28 14325.0 15
28 3165.0 16
28 6098.0 17
28 6103.0 18
28 6652.0 19
28 7443.0 20
28 7480.0 21
28 11649.0 22
28 11926.0 23
28 11974.0 24
28 12007.0 25
28 12959.0 26
28 14311.0 27
28 3162.0 28
28 3744.0 29
28 6123.0 30
28 6363.0 31
28 12075.0 32
29 1.0 1
29 6012.0 2
29 7547.0 3
29 36.0 4
29 2247.0 5
29 25.0 6
29 6196.0 7
29 6164.0 8
29 7548.0 9
29 14341.0 10
29 6562.0 11
29 6001.0 12
29 7520.0 13
29 2218.0 14
29 6090.0 15
29 11938.0 16
29 4.0 17
29 14313.0 18
29 7628.0 19
